2013-05-10T00:00:00Z,6-9-31-33-35,1-7,14824510.00,EUR
2013-05-03T00:00:00Z,14-16-28-44-48,3-7,15743664.00,EUR
2013-04-26T00:00:00Z,11-14-19-23-49,4-5,15952346.00,EUR
2013-04-19T00:00:00Z,17-18-22-24-25,1-6,16628566.00,EUR
2013-04-12T00:00:00Z,8-19-22-32-40,1-8,30404148.00,EUR
2013-04-05T00:00:00Z,22-31-37-38-41,2-6,26110340.00,EUR
2013-03-29T00:00:00Z,1-22-27-37-50,5-7,23322162.00,EUR
2013-03-22T00:00:00Z,5-12-21-43-48,5-6,19794766.00,EUR
2013-03-15T00:00:00Z,4-30-32-41-50,5-7,18101602.00,EUR
2013-03-08T00:00:00Z,10-12-14-30-43,2-5,17036478.00,EUR
2013-03-01T00:00:00Z,19-28-29-34-44,1-5,16067990.00,EUR
2013-02-22T00:00:00Z,3-13-41-46-49,3-8,15232938.00,EUR
2013-02-15T00:00:00Z,4-9-26-32-40,3-5,15103722.00,EUR
2013-02-08T00:00:00Z,12-14-17-27-43,1-7,15112632.00,EUR
2013-02-01T00:00:00Z,2-4-14-26-29,6-7,15725666.00,EUR
2013-01-25T00:00:00Z,4-13-28-37-38,7-8,23478208.00,EUR
2013-01-18T00:00:00Z,9-13-21-28-45,6-7,17486888.00,EUR
2013-01-11T00:00:00Z,6-31-37-41-49,2-3,16610340.00,EUR
2013-01-04T00:00:00Z,6-20-29-40-45,5-8,15516014.00,EUR
2012-12-28T00:00:00Z,5-8-22-32-39,7-8,14895538.00,EUR
2012-12-21T00:00:00Z,11-20-24-25-35,4-8,14728128.00,EUR
2012-12-14T00:00:00Z,17-28-31-35-39,5-8,13442856.00,EUR
2012-12-07T00:00:00Z,13-20-22-27-42,3-5,12764982.00,EUR
2012-11-30T00:00:00Z,2-13-21-24-37,6-7,12681674.00,EUR
2012-11-23T00:00:00Z,1-21-32-36-50,2-5,12081500.00,EUR
2012-11-16T00:00:00Z,1-4-7-21-26,4-7,12104422.00,EUR
2012-11-09T00:00:00Z,25-29-38-41-44,3-8,11851646.00,EUR
2012-11-02T00:00:00Z,3-5-7-12-31,5-7,12114622.00,EUR
2012-10-26T00:00:00Z,7-17-18-19-22,4-5,14364334.00,EUR
2012-10-19T00:00:00Z,6-14-18-19-48,3-8,13938986.00,EUR
2012-10-12T00:00:00Z,6-11-17-43-49,4-8,13597774.00,EUR
2012-10-05T00:00:00Z,26-28-40-49-50,2-7,12893822.00,EUR
2012-09-28T00:00:00Z,5-14-16-34-39,1-6,12677730.00,EUR
2012-09-21T00:00:00Z,18-29-41-44-49,1-5,12088106.00,EUR
2012-09-14T00:00:00Z,10-14-15-24-47,4-8,11707412.00,EUR
2012-09-07T00:00:00Z,15-23-25-46-49,2-4,11642882.00,EUR
2012-08-31T00:00:00Z,8-22-28-40-42,4-8,11568548.00,EUR
2012-08-24T00:00:00Z,9-20-21-33-49,5-7,11502104.00,EUR
2012-08-17T00:00:00Z,3-16-30-34-35,2-5,11979506.00,EUR
2012-08-10T00:00:00Z,6-11-40-46-48,3-6,21983676.00,EUR
2012-08-03T00:00:00Z,12-15-18-24-25,4-5,14542212.00,EUR
2012-07-27T00:00:00Z,9-22-23-34-35,1-3,13120050.00,EUR
2012-07-20T00:00:00Z,6-9-13-14-25,1-8,12944940.00,EUR
2012-07-13T00:00:00Z,8-12-27-31-37,3-6,13483642.00,EUR
2012-07-06T00:00:00Z,10-22-24-33-38,2-6,12008478.00,EUR
2012-06-29T00:00:00Z,5-8-19-33-36,2-3,11447588.00,EUR
2012-06-22T00:00:00Z,13-14-16-47-49,1-7,11181140.00,EUR
2012-06-15T00:00:00Z,6-10-17-18-42,1-3,11132242.00,EUR
2012-06-08T00:00:00Z,10-15-16-36-44,7-8,11088516.00,EUR
2012-06-01T00:00:00Z,11-28-34-37-38,3-7,10897248.00,EUR
2012-05-25T00:00:00Z,4-11-26-32-41,5-7,10681774.00,EUR
2012-05-18T00:00:00Z,12-18-43-44-46,4-5,11141190.00,EUR
2012-05-11T00:00:00Z,15-21-38-39-47,1-5,12640608.00,EUR
2012-05-04T00:00:00Z,29-30-35-41-45,3-5,12061678.00,EUR
2012-04-27T00:00:00Z,10-13-19-40-45,3-5,12128078.00,EUR
2012-04-20T00:00:00Z,10-16-30-41-45,2-8,12608568.00,EUR
2012-04-13T00:00:00Z,5-11-12-27-32,1-3,13027098.00,EUR
2012-04-06T00:00:00Z,7-8-34-36-38,4-5,12505570.00,EUR
2012-03-30T00:00:00Z,5-7-12-19-26,1-5,11727162.00,EUR
2012-03-23T00:00:00Z,5-8-21-37-46,6-8,13155414.00,EUR
